"chisq","df","pvalue","cfi","tli","rmsea","srmr","aic","bic"
69.1425861802836,33,0.000230971505348676,0.936410471356391,0.913287006395079,0.0593434031649636,0.0461281803980943,8908.49774645109,8990.77319051903
