"lhs","est","est.std","se","z","pvalue","ci.lower","ci.upper"
"med_i",0.905498741830475,0.653227544509959,0.336193258013488,2.69338756874817,0.00707299962087271,0.5557430801008,1.7626577247628
"total_i",0.754021742175017,0.543951911133987,0.113322275486731,6.65378222363091,2.85655943343954e-11,0.558964789184844,1.00397683790955
