"lhs","rhs","est","est.std","se","z","pvalue","ci.lower","ci.upper"
"internal","family",0.629748325738484,0.542921682640341,0.108450928434441,5.80675827149941,6.36939900822142e-09,0.434508743610862,0.859380740155301
"risk","internal",0.988950327839424,0.803295032399391,0.125130508831546,7.90335096591652,2.66453525910038e-15,0.773966258900341,1.27032899406911
