"chisq","df","pvalue","cfi","tli","rmsea","srmr","aic","bic"
65.0700665508614,33,0.000721890243629342,0.956094514996745,0.940128884086471,0.0559001233399738,0.0420098997210033,8980.7170430085,9062.99248707644
